,product_name_on_flipkart,retail_price_on_flipkart,discounted_price_on_flipkart,product_name_on_amazon,retail_price_on_amazon,discounted_price_on_amazon
18075,digilight 400 inch green rice lights,382,235,digilight 400 inch green rice lights,399.0,189.0
18076,"digilight 200 inch white, green, blue rice lights",338,196,"digilight 200 inch white, green, blue rice lights",339.0,159.0
18077,rang rage pouch for apple ipad,1185,1332,rang rage pouch for apple ipad,1199.0,1199.0
18078,mz nova most advanced 2in1 rechargeable nhc-401 trimmer for men,688,247,mz nova most advanced 2in1 rechargeable nhc-401 trimmer for men,699.0,198.0
18079,wipro 5 w led 6500k cool day light bulb,362,341,wipro 5 w led 6500k cool day light bulb,375.0,265.0
18080,arrow striped women's tube skirt,1782,607,arrow striped women's tube skirt,1799.0,539.0
18081,paisa worth plain single electric blanket multicolour,1981,1536,paisa worth plain single electric blanket multicolour,1999.0,1199.0
18082,indcrown 816 inch multicolor rice lights,479,352,indcrown 816 inch multicolor rice lights,499.0,319.0
18083,spangle floral single quilts & comforters pink,1988,945,spangle floral single quilts & comforters pink,2000.0,840.0
18084,"digilight 200 inch pink, green, yellow rice lights",331,202,"digilight 200 inch pink, green, yellow rice lights",339.0,159.0
18085,my party suppliers 720 inch multicolor rice lights,1885,982,my party suppliers 720 inch multicolor rice lights,1900.0,850.0
18086,unnati floral single top sheet multicolor,1783,682,unnati floral single top sheet multicolor,1797.0,599.0
18087,grandshop 444 inch multicolor rice lights,343,335,grandshop 444 inch multicolor rice lights,350.0,300.0
18088,ecraftindia lord ganesha on elephant showpiece  -  13.97 cm,990,854,ecraftindia lord ganesha on elephant showpiece  -  13.97 cm,999.0,699.0
18089,mdi 394 inch multicolor rice lights,992,562,mdi 394 inch multicolor rice lights,999.0,499.0
18090,cult fiction printed women's round neck t-shirt,587,771,cult fiction printed women's round neck t-shirt,599.0,599.0
18091,"digilight 590 inch yellow, green, pink rice lights",719,640,"digilight 590 inch yellow, green, pink rice lights",739.0,539.0
18092,case logic book cover for apple ipad air 2,2991,3723,case logic book cover for apple ipad air 2,2999.0,2999.0
18093,karizma shoes women flats,2197,2690,karizma shoes women flats,2199.0,2199.0
18094,miss lips lipstick - 138 4 g,222,197,miss lips lipstick - 138 4 g,225.0,169.0
18095,yna plain double blanket brown,4496,1208,yna plain double blanket brown,4500.0,975.0
18096,welhouse geometric double blanket grey,1692,1223,welhouse geometric double blanket grey,1699.0,1049.0
18097,puma primary 3 l backpack,1497,611,puma primary 3 l backpack,1499.0,524.0
18098,voylla metal jewel set,1147,1066,voylla metal jewel set,1149.0,919.0
18099,gift studios laxmi ganesh ji stone showpiece  -  17.6 cm,1278,828,gift studios laxmi ganesh ji stone showpiece  -  17.6 cm,1290.0,699.0
18100,heel & buckle women flats,6195,7108,heel & buckle women flats,6210.0,6210.0
18101,digilight 200 inch blue rice lights,266,165,digilight 200 inch blue rice lights,279.0,129.0
18102,loomkart checkered single blanket multicolor tartan,1481,1466,loomkart checkered single blanket multicolor tartan,1500.0,1200.0
18103,tup flip cover for 7 inch bsnl champion w tab 706,795,382,tup flip cover for 7 inch bsnl champion w tab 706,799.0,298.0
18104,sophies shisha assorted hookah flavor,1380,1570,sophies shisha assorted hookah flavor,1400.0,1400.0
18105,vrct 196 inch green rice lights,537,427,vrct 196 inch green rice lights,550.0,349.0
18106,zwart andanor-fg 25 l backpack,1595,875,zwart andanor-fg 25 l backpack,1600.0,695.0
18107,paradise plain single electric blanket green,1998,1685,paradise plain single electric blanket green,1999.0,1397.0
18108,voylla alloy jewel set,644,642,voylla alloy jewel set,659.0,579.0
18109,the intellect bazaar geometric single blanket gold,1995,1496,the intellect bazaar geometric single blanket gold,1999.0,1299.0
18110,marusthali printed women's wrap around skirt,992,579,marusthali printed women's wrap around skirt,999.0,499.0
18111,top q flip cover for samsung galaxy tab e,1997,1369,top q flip cover for samsung galaxy tab e,1999.0,1199.0
18112,shopsince plain single electric blanket multicolour,1983,1411,shopsince plain single electric blanket multicolour,1999.0,1195.0
18113,dr. scholl rachel women flats,1783,2110,dr. scholl rachel women flats,1799.0,1799.0
18114,voylla artifictial simplicity plain alloy jewel set,747,785,voylla artifictial simplicity plain alloy jewel set,749.0,609.0
18115,wisstler printed women's regular skirt,949,706,wisstler printed women's regular skirt,950.0,549.0
18116,gifts & arts remote control jeep,5999,5431,gifts & arts remote control jeep,6000.0,4499.0
18117,logitech book cover for apple ipad air2,2976,2776,logitech book cover for apple ipad air2,2995.0,2199.0
18118,my party suppliers 108 inch multicolor rice lights,1994,1548,my party suppliers 108 inch multicolor rice lights,2000.0,1250.0
18119,fifa 15 inch laptop backpack,2893,775,fifa 15 inch laptop backpack,2895.0,599.0
18120,unnati floral double top sheet multicolor,2992,1188,unnati floral double top sheet multicolor,2997.0,999.0
18121,digilight 400 inch green rice lights,262,144,digilight 400 inch green rice lights,279.0,129.0
18122,oxolloxo women's printed casual shirt,1076,364,oxolloxo women's printed casual shirt,1095.0,328.0
18123,zori trendy women flats,2983,3470,zori trendy women flats,2999.0,2999.0
18124,home fashion gallery floral double blanket multicolor,1280,1540,home fashion gallery floral double blanket multicolor,1299.0,1199.0
18125,metro 300 inch white rice lights,599,448,metro 300 inch white rice lights,600.0,350.0
18126,cult fiction polka print women's round neck t-shirt,690,842,cult fiction polka print women's round neck t-shirt,699.0,699.0
18127,"digilight 200 inch blue, white, yellow rice lights",331,206,"digilight 200 inch blue, white, yellow rice lights",339.0,159.0
18128,"home delight 10 inch red, green, blue, multicolor rice lights",585,410,"home delight 10 inch red, green, blue, multicolor rice lights",600.0,325.0
18129,majestic floral king blanket multicolour,1291,1248,majestic floral king blanket multicolour,1299.0,1099.0
18130,adaa buddha in aashirwad mudra showpiece  -  9 cm,1300,914,adaa buddha in aashirwad mudra showpiece  -  9 cm,1310.0,740.0
18131,the art box floral single dohar multicolor,1695,859,the art box floral single dohar multicolor,1700.0,699.0
18132,urban style abstract double quilts & comforters multicolor,1991,878,urban style abstract double quilts & comforters multicolor,1999.0,749.0
18133,"digilight 200 inch green, white, red rice lights",319,194,"digilight 200 inch green, white, red rice lights",339.0,159.0
18134,mochi comfortech women flats,1986,2395,mochi comfortech women flats,1990.0,1990.0
18135,miss lips lipstick - 152 4 g,209,196,miss lips lipstick - 152 4 g,225.0,169.0
18136,shopsince plain single electric blanket multicolour,1993,1531,shopsince plain single electric blanket multicolour,1999.0,1195.0
18137,yaari self design women's wrap around skirt,797,510,yaari self design women's wrap around skirt,799.0,399.0
18138,valtellina abstract double blanket grey,1992,963,valtellina abstract double blanket grey,1999.0,799.0
18139,dinoimpex play train,3491,3009,dinoimpex play train,3500.0,2490.0
18140,"digilight 200 inch white, blue, yellow rice lights",321,204,"digilight 200 inch white, blue, yellow rice lights",339.0,159.0
18141,dancing girl alloy jewel set,793,971,dancing girl alloy jewel set,799.0,799.0
18142,amazing india god goddess radha krishna statue idol showpiece  -  20.3 cm,1983,1200,amazing india god goddess radha krishna statue idol showpiece  -  20.3 cm,2000.0,999.0
18143,"al fakher pegs'n'pipes mint, double apple hookah flavor",582,374,"al fakher pegs'n'pipes mint, double apple hookah flavor",600.0,297.0
18144,jaipuri bandhej printed women's regular skirt,792,534,jaipuri bandhej printed women's regular skirt,799.0,449.0
18145,weldecor 1800 inch red rice lights,9983,6835,weldecor 1800 inch red rice lights,9999.0,5999.0
18146,golmaalshop ganesh & laxmi showpiece  -  14.7 cm,990,685,golmaalshop ganesh & laxmi showpiece  -  14.7 cm,999.0,549.0
18147,unnati floral double blanket multicolor,2994,873,unnati floral double blanket multicolor,2997.0,715.0
18148,majestic floral king blanket multicolour,1297,1335,majestic floral king blanket multicolour,1299.0,1099.0
18149,lee cooper women flats,1983,2220,lee cooper women flats,1999.0,1999.0
18150,"digilight 590 inch pink, blue, green rice lights",732,686,"digilight 590 inch pink, blue, green rice lights",739.0,539.0
18151,fabseasons rope string bag 20 l backpack,986,440,fabseasons rope string bag 20 l backpack,999.0,399.0
18152,"digilight 200 inch red, blue, green rice lights",322,197,"digilight 200 inch red, blue, green rice lights",339.0,159.0
18153,organistick silver label lipstick 10 g,132,193,organistick silver label lipstick 10 g,149.0,149.0
18154,marusthali printed women's wrap around skirt,987,599,marusthali printed women's wrap around skirt,999.0,499.0
18155,hoko flip cover for apple ipad 3,2488,1254,hoko flip cover for apple ipad 3,2500.0,1100.0
18156,"indcrown 672 inch red, green, yellow, blue rice lights",683,286,"indcrown 672 inch red, green, yellow, blue rice lights",699.0,249.0
18157,"digilight 400 inch red, blue, green rice lights",521,307,"digilight 400 inch red, blue, green rice lights",539.0,269.0
18158,candies by pantaloons solid women's round neck t-shirt,598,677,candies by pantaloons solid women's round neck t-shirt,599.0,569.0
18159,eshoppee shiv face antique color brass idol showpiece  -  8 cm,1498,1291,eshoppee shiv face antique color brass idol showpiece  -  8 cm,1499.0,999.0
18160,toygully 589 inch multicolor rice lights,1596,992,toygully 589 inch multicolor rice lights,1599.0,860.0
18161,addons women flats,1591,2001,addons women flats,1599.0,1599.0
18162,fashionvalley crystal jewel set,631,639,fashionvalley crystal jewel set,650.0,549.0
18163,cloth fusion printed single blanket orange,2185,1757,cloth fusion printed single blanket orange,2199.0,1399.0
18164,bleu string bag 10 l standard backpack,486,254,bleu string bag 10 l standard backpack,499.0,225.0
18165,bombay high women's printed formal shirt,1279,647,bombay high women's printed formal shirt,1299.0,584.0
18166,alpha lady embroidered women's gathered skirt,1592,479,alpha lady embroidered women's gathered skirt,1599.0,399.0
18167,"digilight 200 inch yellow, pink, purple rice lights",338,186,"digilight 200 inch yellow, pink, purple rice lights",339.0,159.0
18168,zesture cartoon double blanket multicolor,1499,925,zesture cartoon double blanket multicolor,1500.0,712.0
18169,art antiqua aa-1203091-reading ganesha showpiece  -  9 cm,1249,1142,art antiqua aa-1203091-reading ganesha showpiece  -  9 cm,1250.0,899.0
18170,england checkered double blanket multi color,1848,1779,england checkered double blanket multi color,1850.0,1399.0
18171,"iplay 196 inch red, green, blue, white, gold, yellow rice lights",1683,872,"iplay 196 inch red, green, blue, white, gold, yellow rice lights",1700.0,779.0
18172,mee mee cartoon single hooded baby blanket cream,1285,1336,mee mee cartoon single hooded baby blanket cream,1299.0,1200.0
18173,"iplay 196 inch red, green, blue, white, gold, yellow rice lights",1990,892,"iplay 196 inch red, green, blue, white, gold, yellow rice lights",1999.0,799.0
18174,jewel paradise brass jewel set,793,846,jewel paradise brass jewel set,799.0,699.0
18175,a to z traders 200 inch yellow rice lights,1492,1131,a to z traders 200 inch yellow rice lights,1499.0,999.0
18176,slb 020rp 10 l backpack,1485,748,slb 020rp 10 l backpack,1499.0,599.0
18177,arabian nights soex cranberry assorted hookah flavor,790,1001,arabian nights soex cranberry assorted hookah flavor,800.0,800.0
18178,fashiana floral print women's a-line skirt,1085,452,fashiana floral print women's a-line skirt,1099.0,349.0
18179,metro 300 inch multicolor rice lights,589,438,metro 300 inch multicolor rice lights,600.0,350.0
18180,browse house folded hands bank monk showpiece  -  11.4 cm,1494,1175,browse house folded hands bank monk showpiece  -  11.4 cm,1500.0,945.0
18181,raymond home floral single quilts & comforters red,1398,1555,raymond home floral single quilts & comforters red,1399.0,1399.0
18182,tup book cover for iball 3g 7271 hd 70 7 inch,682,348,tup book cover for iball 3g 7271 hd 70 7 inch,699.0,310.0
18183,"digilight 200 inch blue, white rice lights",335,203,"digilight 200 inch blue, white rice lights",339.0,159.0
18184,rays007 cartoon double quilts & comforters multicolor,1579,1458,rays007 cartoon double quilts & comforters multicolor,1599.0,1299.0
18185,lee cooper women flats,1987,2204,lee cooper women flats,1999.0,1999.0
18186,valtellina checkered double blanket grey,1994,903,valtellina checkered double blanket grey,1999.0,799.0
18187,welhouse geometric double blanket black,1589,1216,welhouse geometric double blanket black,1599.0,1049.0
18188,indcrown 15 inch multicolor rice lights,482,263,indcrown 15 inch multicolor rice lights,499.0,229.0
18189,charvee alloy jewel set,976,912,charvee alloy jewel set,995.0,795.0
18190,ecraftindia floral single quilts & comforters multicolor,1596,1251,ecraftindia floral single quilts & comforters multicolor,1599.0,1099.0
18191,the art treasure decorative shankh,3792,3206,the art treasure decorative shankh,3800.0,2900.0
18192,clicktin waterproof backpack,984,628,clicktin waterproof backpack,999.0,498.0
18193,nitein solid women's tulip skirt,785,582,nitein solid women's tulip skirt,799.0,475.0
18194,shopsince plain single electric blanket blue,1988,1445,shopsince plain single electric blanket blue,1999.0,1195.0
18195,shopsince plain single electric blanket multicolour,1995,1350,shopsince plain single electric blanket multicolour,1999.0,1195.0
18196,adaa ganesha wall hanging (3 piece-round) - green showpiece  -  25.5 cm,915,624,adaa ganesha wall hanging (3 piece-round) - green showpiece  -  25.5 cm,925.0,560.0
18197,zaera women flats,1678,1759,zaera women flats,1690.0,1500.0
18198,"digilight 590 inch white, yellow, red rice lights",725,663,"digilight 590 inch white, yellow, red rice lights",739.0,539.0
18199,"sheetal jewellery brass, alloy jewel set",1198,1235,"sheetal jewellery brass, alloy jewel set",1200.0,960.0
18200,mdi 787 inch multicolor rice lights,984,781,mdi 787 inch multicolor rice lights,999.0,699.0
18201,shopatplaces animal print women's regular skirt,879,685,shopatplaces animal print women's regular skirt,899.0,539.0
18203,hyipe women's geometric print casual shirt,682,396,hyipe women's geometric print casual shirt,699.0,318.0
18204,advitiya black metal gurunanak ji showpiece  -  28 cm,1181,672,advitiya black metal gurunanak ji showpiece  -  28 cm,1198.0,599.0
18205,jaipar heritage floral single quilts & comforters multicolor,1978,1639,jaipar heritage floral single quilts & comforters multicolor,1990.0,1290.0
18206,madden girl tuzie women flats,4483,2651,madden girl tuzie women flats,4499.0,2241.0
18207,unnati abstract single top sheet multicolor,1786,588,unnati abstract single top sheet multicolor,1797.0,520.0
18208,craft and curtain multicolor 178 cm table runner,790,773,craft and curtain multicolor 178 cm table runner,799.0,599.0
18209,abee 36 inch multicolor rice lights,236,187,abee 36 inch multicolor rice lights,249.0,149.0
18210,the intellect bazaar plain king blanket grey,3484,1192,the intellect bazaar plain king blanket grey,3499.0,999.0
18212,cotton breeze self design women's tiered skirt,893,454,cotton breeze self design women's tiered skirt,899.0,375.0
18213,voylla artifictial floral plain alloy jewel set,866,866,voylla artifictial floral plain alloy jewel set,879.0,699.0
18214,apkamart radha krishna wall hanging 15 inch showpiece  -  37 cm,1490,971,apkamart radha krishna wall hanging 15 inch showpiece  -  37 cm,1500.0,849.0
18215,hoko book cover for apple ipad mini 3,2493,1401,hoko book cover for apple ipad mini 3,2500.0,1200.0
18216,x360 905 24.675 l backpack,1243,613,x360 905 24.675 l backpack,1250.0,499.0
18217,panno animal print women's broomstick skirt,982,621,panno animal print women's broomstick skirt,999.0,494.0
18218,gathbandhan decorative shankh,1095,1332,gathbandhan decorative shankh,1100.0,1100.0
18219,unnati abstract single top sheet multicolor,1795,775,unnati abstract single top sheet multicolor,1797.0,599.0
18220,"digilight 400 inch red, yellow rice lights",380,223,"digilight 400 inch red, yellow rice lights",399.0,189.0
18221,tresmode 22827-3 women flats,3988,2905,tresmode 22827-3 women flats,4000.0,2392.0
18222,sun band 0401-002 fitness band,380,312,sun band 0401-002 fitness band,400.0,240.0
18223,fausto sneakers,480,572,fausto sneakers,499.0,499.0
18224,franco loafers,3197,1885,franco loafers,3199.0,1599.0
18225,carrol women's shrug,1786,702,carrol women's shrug,1800.0,599.0
18226,veensh harb grinder diameter 2.25 inch plastic hookah,543,371,veensh harb grinder diameter 2.25 inch plastic hookah,550.0,299.0
18227,veensh red harb grinder diameter 2.25 inch plastic hookah,633,382,veensh red harb grinder diameter 2.25 inch plastic hookah,650.0,299.0
18228,carrol women's shrug,1286,794,carrol women's shrug,1299.0,699.0
18229,indian fashion brass bangle set,439,289,indian fashion brass bangle set,445.0,225.0
18230,chandra creations brass bangle set,422,278,chandra creations brass bangle set,425.0,245.0
18231,carrol women's shrug,1284,787,carrol women's shrug,1299.0,699.0
18232,snuggles full sleeve printed baby boy's jacket,988,979,snuggles full sleeve printed baby boy's jacket,999.0,849.0
18233,carrol women's shrug,882,576,carrol women's shrug,899.0,499.0
18234,optokart two tone color made in u s a by visions india yearly contact lens,2287,1268,optokart two tone color made in u s a by visions india yearly contact lens,2300.0,999.0
18235,carrol women's shrug,1290,895,carrol women's shrug,1299.0,699.0
18236,carrol women's shrug,896,590,carrol women's shrug,899.0,499.0
18237,carrol women's shrug,893,576,carrol women's shrug,899.0,499.0
18238,carrol women's shrug,1294,874,carrol women's shrug,1299.0,699.0
18239,"sugandh vatika 24 natural masala, sandal incense sticks",548,629,"sugandh vatika 24 natural masala, sandal incense sticks",550.0,525.0
18240,danr women flats,996,647,danr women flats,999.0,499.0
18241,ceela rubber chevron  grip,596,668,ceela rubber chevron  grip,600.0,600.0
18242,sihra fashion microphone,412,264,sihra fashion microphone,425.0,235.0
18243,sugandh vatika oudh incense sticks,836,913,sugandh vatika oudh incense sticks,850.0,825.0
18244,lripl all digital cable stb remote controller,393,292,lripl all digital cable stb remote controller,399.0,239.0
18245,arial morris women flats,983,610,arial morris women flats,999.0,499.0
18247,katwa clasic floral 2 seater table cover,328,322,katwa clasic floral 2 seater table cover,345.0,275.0
18248,glitzy galz girls flats,786,565,glitzy galz girls flats,799.0,479.0
18249,shopo powerful suction insect toothpaste plastic toothbrush holder,476,334,shopo powerful suction insect toothpaste plastic toothbrush holder,490.0,290.0
18250,dreamszone solid boy's three fourths,882,995,dreamszone solid boy's three fourths,899.0,899.0
18251,onlinemart 2015-2016 compatible for toshiba ac 126 remote controller,888,731,onlinemart 2015-2016 compatible for toshiba ac 126 remote controller,899.0,599.0
18252,danr women flats,983,505,danr women flats,999.0,399.0
18253,arial morris women flats,993,576,arial morris women flats,999.0,499.0
18254,anupamaa women flats,1294,886,anupamaa women flats,1299.0,699.0
18255,arial morris women flats,998,610,arial morris women flats,999.0,499.0
18256,lripl digicable stb remote controller,382,290,lripl digicable stb remote controller,399.0,239.0
18257,arial morris women flats,996,551,arial morris women flats,999.0,499.0
18258,rrenterprizes jr-drum beat set ii,2488,1836,rrenterprizes jr-drum beat set ii,2500.0,1499.0
18259,skys&ray plastic toothbrush holder,581,392,skys&ray plastic toothbrush holder,599.0,350.0
18260,"katalogue women, girls flats",2484,2034,"katalogue women, girls flats",2500.0,1750.0
18261,katwa clasic floral 6 seater table cover,613,621,katwa clasic floral 6 seater table cover,620.0,496.0
18262,urbanvillage cotton self design women's dupatta,2113,2276,urbanvillage cotton self design women's dupatta,2114.0,2016.0
18263,breathe women flats,1270,1039,breathe women flats,1290.0,899.0
18264,estyle solid girl's a-line kurta,1178,416,estyle solid girl's a-line kurta,1195.0,365.0
18265,lecture notes: medical microbiology and infection,2406,2657,lecture notes: medical microbiology and infection,2417.0,2054.0
18266,fast italian with elisabeth smith (coursebook),375,451,fast italian with elisabeth smith (coursebook),395.0,395.0
18267,freedom of establishment and private international law for corporations,2611,1898,freedom of establishment and private international law for corporations,2613.0,1568.0
18268,a christian talks with god: and other religious stories,153,161,a christian talks with god: and other religious stories,169.0,144.0
18269,atlas of human infectious diseases,7526,9607,atlas of human infectious diseases,7527.0,7527.0
18270,elementary particle physics: quantum field theory and particles v1,10469,11695,elementary particle physics: quantum field theory and particles v1,10484.0,10484.0
18271,masculinities in a global era,8511,8119,masculinities in a global era,8514.0,7237.0
18272,complete italian (learn italian with teach yourself): enhanced ebook: new edition,422,543,complete italian (learn italian with teach yourself): enhanced ebook: new edition,425.0,425.0
18273,advances in immunology,11449,13251,advances in immunology,11456.0,11456.0
18274,basic italian,2069,2378,basic italian,2075.0,1971.0
18276,the discarded image: an introduction to medieval and renaissance literature,714,694,the discarded image: an introduction to medieval and renaissance literature,725.0,617.0
18277,rf linear accelerators,8591,10809,rf linear accelerators,8603.0,8603.0
18278,"particles and fundamental interactions: supplements, problems and solutions",3950,4253,"particles and fundamental interactions: supplements, problems and solutions",3957.0,3759.0
18279,"bacteriophages, part b",10102,12560,"bacteriophages, part b",10115.0,10115.0
18280,autogarh hand stiched steering cover for daewoo matiz,991,271,autogarh hand stiched steering cover for daewoo matiz,998.0,245.0
18281,zikrak exim women wedges,1194,801,zikrak exim women wedges,1199.0,649.0
18282,autogarh hand stiched steering cover for datsun go,992,282,autogarh hand stiched steering cover for datsun go,998.0,245.0
18283,ss league special cricket ball,579,679,ss league special cricket ball,599.0,550.0
18284,"sm sway cricket ball -   size: 5,  diameter: 2.5 cm",424,526,"sm sway cricket ball -   size: 5,  diameter: 2.5 cm",435.0,406.0
18285,"sun sports hanging ball club cricket ball -   size: 5,  diameter: 2.5 cm",333,438,"sun sports hanging ball club cricket ball -   size: 5,  diameter: 2.5 cm",350.0,350.0
18286,cosco practice tennis ball,196,250,cosco practice tennis ball,215.0,215.0
18287,sg prosoft cricket ball,266,309,sg prosoft cricket ball,279.0,250.0
18288,"yonex tour tennis ball -   size: 5,  diameter: 6.54 cm",470,512,"yonex tour tennis ball -   size: 5,  diameter: 6.54 cm",475.0,400.0
18289,"apg diamond cricket ball -   size: 5,  diameter: 2.5 cm",940,598,"apg diamond cricket ball -   size: 5,  diameter: 2.5 cm",950.0,500.0
18291,nell women sandals,1471,1691,nell women sandals,1485.0,1485.0
18292,adidas women sports sandals,2581,2727,adidas women sports sandals,2599.0,2209.0
18293,frames mdf photo frame,974,632,frames mdf photo frame,981.0,539.0
18294,oye printed girl's jumpsuit,792,822,oye printed girl's jumpsuit,799.0,679.0
18295,autocop sonata scp-694 coaxial car speaker,4988,4600,autocop sonata scp-694 coaxial car speaker,4990.0,4085.0
18296,platinum balance fountain pen,4280,5514,platinum balance fountain pen,4290.0,4290.0
18297,pawzone round stainless steel pet bowl,449,464,pawzone round stainless steel pet bowl,460.0,380.0
18298,platignum studio fountain pen,1686,1909,platignum studio fountain pen,1695.0,1695.0
18299,kan long travel passport organizer & cheque book pouch document holder with zip for men and women,1678,966,kan long travel passport organizer & cheque book pouch document holder with zip for men and women,1695.0,795.0
18300,anand's guru feather shuttle  - white,415,523,anand's guru feather shuttle  - white,425.0,425.0
18301,kan long travel passport organizer & cheque book pouch document holder with zip for men and women,1223,896,kan long travel passport organizer & cheque book pouch document holder with zip for men and women,1225.0,695.0
18302,artengo bsc700 plastic shuttle  - yellow,383,231,artengo bsc700 plastic shuttle  - yellow,399.0,199.0
18303,platignum studio fountain pen,1681,2113,platignum studio fountain pen,1695.0,1695.0
18304,"blue me trimmer 216 b shaver for men, women",998,256,"blue me trimmer 216 b shaver for men, women",999.0,220.0
18305,yepme full sleeve solid women's sweatshirt,1780,727,yepme full sleeve solid women's sweatshirt,1799.0,647.0
18306,pawzone round stainless steel pet bowl,234,224,pawzone round stainless steel pet bowl,250.0,200.0
18307,tf pro  tv-out cable tf hdmi to vga cable,480,621,tf pro  tv-out cable tf hdmi to vga cable,499.0,499.0
18308,ryan cotton apron free size,393,227,ryan cotton apron free size,400.0,200.0
18309,pawzone round stainless steel pet bowl,244,246,pawzone round stainless steel pet bowl,250.0,200.0
18310,platignum studio fountain pen,1684,2167,platignum studio fountain pen,1695.0,1695.0
18311,pawzone round stainless steel pet bowl,588,498,pawzone round stainless steel pet bowl,600.0,450.0
18312,sanmario premium fountain pen,984,673,sanmario premium fountain pen,999.0,599.0
18313,pawzone round stainless steel pet bowl,242,250,pawzone round stainless steel pet bowl,250.0,200.0
18314,pawzone round stainless steel pet bowl,269,265,pawzone round stainless steel pet bowl,280.0,230.0
18315,tappu ki dukaan cotton apron free size,797,883,tappu ki dukaan cotton apron free size,799.0,799.0
18316,sigmatech - terracotta beads cutter,298,316,sigmatech - terracotta beads cutter,299.0,268.0
18317,pawzone round stainless steel pet bowl,278,275,pawzone round stainless steel pet bowl,280.0,230.0
18318,pawzone round stainless steel pet bowl,480,396,pawzone round stainless steel pet bowl,490.0,350.0
18319,pawzone round stainless steel pet bowl,273,265,pawzone round stainless steel pet bowl,280.0,230.0
18320,platignum retractable fountain pen,1690,1999,platignum retractable fountain pen,1695.0,1695.0
18321,anand's chameli feather shuttle  - white,336,443,anand's chameli feather shuttle  - white,350.0,350.0
18322,platignum studio fountain pen,1686,2155,platignum studio fountain pen,1695.0,1695.0
18323,jvc cs j620x coaxial car speaker,2480,2476,jvc cs j620x coaxial car speaker,2490.0,2232.0
18324,pawzone round stainless steel pet bowl,274,257,pawzone round stainless steel pet bowl,280.0,230.0
18325,kan long travel passport organizer & cheque book pouch document holder with zip for men and women,1419,781,kan long travel passport organizer & cheque book pouch document holder with zip for men and women,1425.0,695.0
18326,platignum studio fountain pen,1694,1955,platignum studio fountain pen,1695.0,1695.0
18327,uniball kurutoga round shaped pencils,369,454,uniball kurutoga round shaped pencils,375.0,375.0
18328,pawzone round stainless steel pet bowl,306,287,pawzone round stainless steel pet bowl,310.0,260.0
18329,bhalaria dessert fork stainless steel dessert fork set,783,715,bhalaria dessert fork stainless steel dessert fork set,799.0,569.0
18330,autocop scp 62 coaxial car speaker,2480,2587,autocop scp 62 coaxial car speaker,2490.0,2090.0
18331,kan long travel passport organizer & cheque book pouch document holder with zip for men and women,1677,968,kan long travel passport organizer & cheque book pouch document holder with zip for men and women,1695.0,795.0
18332,pawzone round stainless steel pet bowl,433,377,pawzone round stainless steel pet bowl,450.0,320.0
18333,taino my fun fish self cleaning tank rectangle plastic pet bowl,986,797,taino my fun fish self cleaning tank rectangle plastic pet bowl,999.0,649.0
18334,bhalaria oval dessert fork stainless steel dessert fork set,283,358,bhalaria oval dessert fork stainless steel dessert fork set,299.0,285.0
18335,pawzone round stainless steel pet bowl,452,433,pawzone round stainless steel pet bowl,460.0,380.0
18336,pawzone round stainless steel pet bowl,243,248,pawzone round stainless steel pet bowl,250.0,200.0
18337,roadster half sleeve solid women's sweatshirt,1093,632,roadster half sleeve solid women's sweatshirt,1099.0,549.0
18338,joynix blue bike led light with motion sensor tyre valve cap,486,221,joynix blue bike led light with motion sensor tyre valve cap,499.0,199.0
18339,"tootpado spring back, size 5.5x5.5 inch, craft paper - 10 designs 40 sheets for card & scrapbooking",269,297,"tootpado spring back, size 5.5x5.5 inch, craft paper - 10 designs 40 sheets for card & scrapbooking",289.0,235.0
18340,tappu ki dukaan cotton apron free size,785,990,tappu ki dukaan cotton apron free size,799.0,799.0
18341,jvc cs j410x coaxial car speaker,1889,1764,jvc cs j410x coaxial car speaker,1890.0,1472.0
18342,tootpado punches & punching machines,529,578,tootpado punches & punching machines,539.0,469.0
18343,abhomedecor cotton abstract double bedsheet,1497,718,abhomedecor cotton abstract double bedsheet,1499.0,599.0
18344,zixtro bug,3878,4755,zixtro bug,3890.0,3890.0
18345,brandmeup solid women's straight kurta,1193,1059,brandmeup solid women's straight kurta,1200.0,890.0
18346,cotton on kids printed girl's straight kurta,1488,381,cotton on kids printed girl's straight kurta,1499.0,319.0
18347,texco girl's vest,2996,1062,texco girl's vest,2999.0,899.0
18348,cotton on kids printed girl's straight kurta,1495,400,cotton on kids printed girl's straight kurta,1499.0,319.0
18349,new darling women's printed top & pyjama set,1288,998,new darling women's printed top & pyjama set,1299.0,899.0
18350,rajeshfashion women's leggings,1985,2305,rajeshfashion women's leggings,2000.0,2000.0
18353,"speedwav 207232 hood, bumper car sticker",3585,2474,"speedwav 207232 hood, bumper car sticker",3600.0,1998.0
18354,celebration celeb 600 arwayellow 600 w mixer grinder,3087,1890,celebration celeb 600 arwayellow 600 w mixer grinder,3095.0,1599.0
18355,ira soleil solid women's tunic,763,966,ira soleil solid women's tunic,775.0,775.0
18356,nutcase multicolor column floor lamp,3279,1671,nutcase multicolor column floor lamp,3299.0,1299.0
18357,print shapes batman the dark knight laptop skin with mouse pad combo set,982,384,print shapes batman the dark knight laptop skin with mouse pad combo set,999.0,329.0
